sec	min	hour	od
9332	155.533	2.592222222	0.7664
9362	156.033	2.600555556	0.7652
9393	156.55	2.609166667	0.7675
9423	157.05	2.6175	0.7677
9453	157.55	2.625833333	0.7691
9483	158.05	2.634166667	0.7741
9513	158.55	2.6425	0.7731
9543	159.05	2.650833333	0.7716
9573	159.55	2.659166667	0.7778
9603	160.05	2.6675	0.7771
9633	160.55	2.675833333	0.7762
9663	161.05	2.684166667	0.7784
9693	161.55	2.6925	0.7772
9723	162.05	2.700833333	0.7761
9753	162.55	2.709166667	0.7787
9783	163.05	2.7175	0.7845
9813	163.55	2.725833333	0.7802
9843	164.05	2.734166667	0.7846
9874	164.567	2.742777778	0.7827
9904	165.067	2.751111111	0.7893
9934	165.567	2.759444444	0.7817
9964	166.067	2.767777778	0.7851
9994	166.567	2.776111111	0.7917
10024	167.067	2.784444444	0.7878
10054	167.567	2.792777778	0.7906
10084	168.067	2.801111111	0.791
10114	168.567	2.809444444	0.7921
10144	169.067	2.817777778	0.793
10174	169.567	2.826111111	0.7994
10204	170.067	2.834444444	0.7981
10234	170.567	2.842777778	0.7925
10264	171.067	2.851111111	0.7995
10294	171.567	2.859444444	0.8005
10325	172.083	2.868055556	0.8
10355	172.583	2.876388889	0.804
10385	173.083	2.884722222	0.799
10415	173.583	2.893055556	0.8049
10445	174.083	2.901388889	0.8039
10475	174.583	2.909722222	0.8028
10505	175.083	2.918055556	0.807
10535	175.583	2.926388889	0.8118
10565	176.083	2.934722222	0.8088
10596	176.6	2.943333333	0.812
10626	177.1	2.951666667	0.8067
10656	177.6	2.96	0.8057
10686	178.1	2.968333333	0.8129
10716	178.6	2.976666667	0.8091
10746	179.1	2.985	0.8096
10777	179.617	2.993611111	0.811
10807	180.117	3.001944444	0.8082
10837	180.617	3.010277778	0.8153
10867	181.117	3.018611111	0.8128
10897	181.617	3.026944444	0.8088
10928	182.133	3.035555556	0.8117
10958	182.633	3.043888889	0.8081
10988	183.133	3.052222222	0.8055
11018	183.633	3.060555556	0.8126
11048	184.133	3.068888889	0.8092
11079	184.65	3.0775	0.8101
11109	185.15	3.085833333	0.8138
11139	185.65	3.094166667	0.8047
11169	186.15	3.1025	0.8047
11199	186.65	3.110833333	0.8103
11230	187.167	3.119444444	0.8129
11260	187.667	3.127777778	0.8068
11290	188.167	3.136111111	0.8057
11320	188.667	3.144444444	0.809
11351	189.183	3.153055556	0.8064
11381	189.683	3.161388889	0.8089
11411	190.183	3.169722222	0.8082
11441	190.683	3.178055556	0.8045
11471	191.183	3.186388889	0.804
11502	191.7	3.195	0.8038
11532	192.2	3.203333333	0.8021
11562	192.7	3.211666667	0.8072
11592	193.2	3.22	0.8045
11622	193.7	3.228333333	0.8048
11652	194.2	3.236666667	0.8025
11683	194.717	3.245277778	0.8022
11713	195.217	3.253611111	0.8077
11743	195.717	3.261944444	0.806
11773	196.217	3.270277778	0.8018
11803	196.717	3.278611111	0.8022
11833	197.217	3.286944444	0.801
11864	197.733	3.295555556	0.8001
11894	198.233	3.303888889	0.8032
11924	198.733	3.312222222	0.8037
11954	199.233	3.320555556	0.8051
11984	199.733	3.328888889	0.8024
12015	200.25	3.3375	0.8051
12045	200.75	3.345833333	0.8058
12075	201.25	3.354166667	0.8018
12105	201.75	3.3625	0.8017
12135	202.25	3.370833333	0.8004
12165	202.75	3.379166667	0.8024
12196	203.267	3.387777778	0.8065
12226	203.767	3.396111111	0.8003
12256	204.267	3.404444444	0.8011
12286	204.767	3.412777778	0.8087
12316	205.267	3.421111111	0.803
12347	205.783	3.429722222	0.8053
12377	206.283	3.438055556	0.8053
12407	206.783	3.446388889	0.805
12437	207.283	3.454722222	0.8005
12467	207.783	3.463055556	0.8022
12498	208.3	3.471666667	0.8066
12528	208.8	3.48	0.8058
12558	209.3	3.488333333	0.8026
12588	209.8	3.496666667	0.8082
12618	210.3	3.505	0.798
12649	210.817	3.513611111	0.7979
12679	211.317	3.521944444	0.8018
12709	211.817	3.530277778	0.8074
12739	212.317	3.538611111	0.803
12769	212.817	3.546944444	0.8024
12800	213.333	3.555555556	0.802
12830	213.833	3.563888889	0.8034
12860	214.333	3.572222222	0.8054
12890	214.833	3.580555556	0.8014
12920	215.333	3.588888889	0.8018
12951	215.85	3.5975	0.8005
12981	216.35	3.605833333	0.8043
13011	216.85	3.614166667	0.8043
13041	217.35	3.6225	0.8013
13071	217.85	3.630833333	0.8053
13102	218.367	3.639444444	0.8008
13132	218.867	3.647777778	0.7981
13162	219.367	3.656111111	0.8091
13192	219.867	3.664444444	0.799
13222	220.367	3.672777778	0.7983
13252	220.867	3.681111111	0.802
13283	221.383	3.689722222	0.8047
13313	221.883	3.698055556	0.8012
13343	222.383	3.706388889	0.8021
13373	222.883	3.714722222	0.795
13403	223.383	3.723055556	0.8038
13434	223.9	3.731666667	0.8037
13464	224.4	3.74	0.8004
13494	224.9	3.748333333	0.801
13524	225.4	3.756666667	0.7981
13554	225.9	3.765	0.8089
13585	226.417	3.773611111	0.8002
13615	226.917	3.781944444	0.8003
13645	227.417	3.790277778	0.7971
13675	227.917	3.798611111	0.8011
13705	228.417	3.806944444	0.8041
13736	228.933	3.815555556	0.8019
13766	229.433	3.823888889	0.7997
13796	229.933	3.832222222	0.8026
13826	230.433	3.840555556	0.7986
13856	230.933	3.848888889	0.8016
13887	231.45	3.8575	0.8036
13917	231.95	3.865833333	0.7961
13947	232.45	3.874166667	0.8042
13977	232.95	3.8825	0.7996
14007	233.45	3.890833333	0.8061
14038	233.967	3.899444444	0.8018
14068	234.467	3.907777778	0.8018
14098	234.967	3.916111111	0.7975
14128	235.467	3.924444444	0.8013
14158	235.967	3.932777778	0.8016
14189	236.483	3.941388889	0.8035
14219	236.983	3.949722222	0.7993
14249	237.483	3.958055556	0.8036
14279	237.983	3.966388889	0.8087
14309	238.483	3.974722222	0.7985
14340	239	3.983333333	0.7979
14370	239.5	3.991666667	0.8058
14400	240	4	0.8041
14430	240.5	4.008333333	0.8004
14461	241.017	4.016944444	0.8013
14491	241.517	4.025277778	0.7972
14521	242.017	4.033611111	0.802
14551	242.517	4.041944444	0.8057
14581	243.017	4.050277778	0.8017
14612	243.533	4.058888889	0.7995
14642	244.033	4.067222222	0.8005
14672	244.533	4.075555556	0.8022
14702	245.033	4.083888889	0.8048
14733	245.55	4.0925	0.7995
14763	246.05	4.100833333	0.8062
14793	246.55	4.109166667	0.8048
14823	247.05	4.1175	0.7988
14854	247.567	4.126111111	0.8057
14884	248.067	4.134444444	0.7986
14914	248.567	4.142777778	0.8029
14944	249.067	4.151111111	0.7989
14974	249.567	4.159444444	0.8041
15005	250.083	4.168055556	0.7985
15035	250.583	4.176388889	0.8013
15065	251.083	4.184722222	0.8077
15095	251.583	4.193055556	0.8002
15126	252.1	4.201666667	0.7933
15156	252.6	4.21	0.8066
15186	253.1	4.218333333	0.799
15216	253.6	4.226666667	0.8016
15246	254.1	4.235	0.7949
15277	254.617	4.243611111	0.8035
15307	255.117	4.251944444	0.8019
15337	255.617	4.260277778	0.7979
15367	256.117	4.268611111	0.802
15398	256.633	4.277222222	0.8037
15428	257.133	4.285555556	0.8019
15458	257.633	4.293888889	0.8022
15488	258.133	4.302222222	0.7987
15519	258.65	4.310833333	0.8064
15549	259.15	4.319166667	0.8048
15580	259.667	4.327777778	0.7962
15610	260.167	4.336111111	0.7995
15640	260.667	4.344444444	0.796
15670	261.167	4.352777778	0.8064
15700	261.667	4.361111111	0.8009
15731	262.183	4.369722222	0.7994
15761	262.683	4.378055556	0.8023
15791	263.183	4.386388889	0.8033
15821	263.683	4.394722222	0.7968
15852	264.2	4.403333333	0.8034
15882	264.7	4.411666667	0.8037
15912	265.2	4.42	0.7999
15942	265.7	4.428333333	0.8042
15973	266.217	4.436944444	0.8019
16003	266.717	4.445277778	0.8006
16034	267.233	4.453888889	0.8001
16064	267.733	4.462222222	0.797
16094	268.233	4.470555556	0.7987
16124	268.733	4.478888889	0.7998
16155	269.25	4.4875	0.8009
16185	269.75	4.495833333	0.8049
16215	270.25	4.504166667	0.8028
16246	270.767	4.512777778	0.8014
16276	271.267	4.521111111	0.7975
16306	271.767	4.529444444	0.803
16336	272.267	4.537777778	0.8033
16367	272.783	4.546388889	0.7994
16397	273.283	4.554722222	0.8009
16427	273.783	4.563055556	0.8008
16457	274.283	4.571388889	0.7959
16488	274.8	4.58	0.8036
16518	275.3	4.588333333	0.8
16549	275.817	4.596944444	0.8019
16579	276.317	4.605277778	0.799
16609	276.817	4.613611111	0.7985
16640	277.333	4.622222222	0.8025
16670	277.833	4.630555556	0.8048
16701	278.35	4.639166667	0.7984
16731	278.85	4.6475	0.8069
16761	279.35	4.655833333	0.8009
16791	279.85	4.664166667	0.8017
16822	280.367	4.672777778	0.803
16852	280.867	4.681111111	0.8008
16882	281.367	4.689444444	0.8025
16912	281.867	4.697777778	0.8037
16943	282.383	4.706388889	0.8016
16973	282.883	4.714722222	0.8025
17003	283.383	4.723055556	0.8046
17033	283.883	4.731388889	0.7983
17064	284.4	4.74	0.7986
17094	284.9	4.748333333	0.8011
17124	285.4	4.756666667	0.7964
17154	285.9	4.765	0.8009
17184	286.4	4.773333333	0.8013
17215	286.917	4.781944444	0.8005
17245	287.417	4.790277778	0.7988
17275	287.917	4.798611111	0.8034
17305	288.417	4.806944444	0.7993
17336	288.933	4.815555556	0.8065
17366	289.433	4.823888889	0.8004
17396	289.933	4.832222222	0.7973
17426	290.433	4.840555556	0.7988
17457	290.95	4.849166667	0.8033
17487	291.45	4.8575	0.8037
17517	291.95	4.865833333	0.7937
17547	292.45	4.874166667	0.7964
17577	292.95	4.8825	0.8058
17608	293.467	4.891111111	0.7984
17638	293.967	4.899444444	0.8087
17668	294.467	4.907777778	0.7955
17698	294.967	4.916111111	0.8023
17729	295.483	4.924722222	0.8009
17759	295.983	4.933055556	0.8014
17789	296.483	4.941388889	0.8013
17819	296.983	4.949722222	0.7978
17850	297.5	4.958333333	0.7963
17880	298	4.966666667	0.7995
17910	298.5	4.975	0.7988
17940	299	4.983333333	0.8011
17970	299.5	4.991666667	0.7998
18001	300.017	5.000277778	0.7992
18031	300.517	5.008611111	0.796
18061	301.017	5.016944444	0.8003
18091	301.517	5.025277778	0.803
18122	302.033	5.033888889	0.7966
18152	302.533	5.042222222	0.7973
18182	303.033	5.050555556	0.7998
18212	303.533	5.058888889	0.7976
18242	304.033	5.067222222	0.8009
18273	304.55	5.075833333	0.7955
18303	305.05	5.084166667	0.8009
18333	305.55	5.0925	0.8016
18363	306.05	5.100833333	0.8034
18394	306.567	5.109444444	0.8012
18424	307.067	5.117777778	0.7933
18454	307.567	5.126111111	0.8007
18484	308.067	5.134444444	0.7988
18514	308.567	5.142777778	0.7995
18545	309.083	5.151388889	0.8002
18575	309.583	5.159722222	0.8027
18605	310.083	5.168055556	0.7957
18635	310.583	5.176388889	0.8005
18665	311.083	5.184722222	0.7988
18696	311.6	5.193333333	0.8033
18726	312.1	5.201666667	0.799
18756	312.6	5.21	0.8035
18786	313.1	5.218333333	0.8024
18817	313.617	5.226944444	0.8016
18847	314.117	5.235277778	0.7994
18877	314.617	5.243611111	0.7954
18907	315.117	5.251944444	0.8005
18938	315.633	5.260555556	0.7999
18968	316.133	5.268888889	0.7992
18998	316.633	5.277222222	0.8017
19028	317.133	5.285555556	0.8029
19059	317.65	5.294166667	0.8014
19089	318.15	5.3025	0.8014
19119	318.65	5.310833333	0.8024
19149	319.15	5.319166667	0.7981
19179	319.65	5.3275	0.7968
19210	320.167	5.336111111	0.8044
19240	320.667	5.344444444	0.7971
19270	321.167	5.352777778	0.8003
19300	321.667	5.361111111	0.8036
19331	322.183	5.369722222	0.802
19361	322.683	5.378055556	0.8005
19391	323.183	5.386388889	0.7971
19421	323.683	5.394722222	0.8001
19452	324.2	5.403333333	0.8001
19482	324.7	5.411666667	0.8004
19513	325.217	5.420277778	0.7986
19543	325.717	5.428611111	0.8
19573	326.217	5.436944444	0.8033
19603	326.717	5.445277778	0.8029
19634	327.233	5.453888889	0.7998
19664	327.733	5.462222222	0.8054
19694	328.233	5.470555556	0.8008
19724	328.733	5.478888889	0.7968
19755	329.25	5.4875	0.801
19785	329.75	5.495833333	0.8037
19815	330.25	5.504166667	0.8013
19845	330.75	5.5125	0.7991
19876	331.267	5.521111111	0.7989
19906	331.767	5.529444444	0.8036
19936	332.267	5.537777778	0.8
19966	332.767	5.546111111	0.8012
19997	333.283	5.554722222	0.7976
20027	333.783	5.563055556	0.7989
20057	334.283	5.571388889	0.8026
20087	334.783	5.579722222	0.8019
20118	335.3	5.588333333	0.7978
20148	335.8	5.596666667	0.8016
20178	336.3	5.605	0.8057
20208	336.8	5.613333333	0.8021
20239	337.317	5.621944444	0.7981
20269	337.817	5.630277778	0.7996
20299	338.317	5.638611111	0.7999
20329	338.817	5.646944444	0.8013
20359	339.317	5.655277778	0.8002
20390	339.833	5.663888889	0.7997
20420	340.333	5.672222222	0.8037
20450	340.833	5.680555556	0.7979
20480	341.333	5.688888889	0.8021
20511	341.85	5.6975	0.8009
20541	342.35	5.705833333	0.8031
20571	342.85	5.714166667	0.8039
20601	343.35	5.7225	0.7954
20632	343.867	5.731111111	0.8002
20662	344.367	5.739444444	0.8049
20692	344.867	5.747777778	0.7985
20722	345.367	5.756111111	0.801
20753	345.883	5.764722222	0.8025
20783	346.383	5.773055556	0.8011
20813	346.883	5.781388889	0.8026
20843	347.383	5.789722222	0.7973
20874	347.9	5.798333333	0.7976
20904	348.4	5.806666667	0.8013
20934	348.9	5.815	0.8059
20964	349.4	5.823333333	0.7982
20995	349.917	5.831944444	0.7982
21025	350.417	5.840277778	0.8063
21055	350.917	5.848611111	0.8002
21085	351.417	5.856944444	0.8047
21116	351.933	5.865555556	0.7992
21146	352.433	5.873888889	0.7995
21176	352.933	5.882222222	0.8004
21206	353.433	5.890555556	0.8016
21237	353.95	5.899166667	0.7962
21267	354.45	5.9075	0.7994
21297	354.95	5.915833333	0.8031
21327	355.45	5.924166667	0.7972
21358	355.967	5.932777778	0.8013
21388	356.467	5.941111111	0.804
21418	356.967	5.949444444	0.8018
21448	357.467	5.957777778	0.8041
21479	357.983	5.966388889	0.7988
21509	358.483	5.974722222	0.8014
21539	358.983	5.983055556	0.7997
21570	359.5	5.991666667	0.798
21600	360	6	0.8019
21630	360.5	6.008333333	0.8045
21660	361	6.016666667	0.7982
21691	361.517	6.025277778	0.7985
21721	362.017	6.033611111	0.7999
21751	362.517	6.041944444	0.7997
21781	363.017	6.050277778	0.7984
21812	363.533	6.058888889	0.8027
21842	364.033	6.067222222	0.7984
21872	364.533	6.075555556	0.7979
21902	365.033	6.083888889	0.802
21933	365.55	6.0925	0.8045
21963	366.05	6.100833333	0.7964
21993	366.55	6.109166667	0.8006
22023	367.05	6.1175	0.7991
22054	367.567	6.126111111	0.8059
22084	368.067	6.134444444	0.7999
22114	368.567	6.142777778	0.8004
22144	369.067	6.151111111	0.8024
22175	369.583	6.159722222	0.8034
22205	370.083	6.168055556	0.7969
22235	370.583	6.176388889	0.7994
22265	371.083	6.184722222	0.8022
22296	371.6	6.193333333	0.8021
22326	372.1	6.201666667	0.801
22356	372.6	6.21	0.8006
22387	373.117	6.218611111	0.7988
22417	373.617	6.226944444	0.7994
22447	374.117	6.235277778	0.7977
22477	374.617	6.243611111	0.8
22507	375.117	6.251944444	0.8029
22538	375.633	6.260555556	0.8046
22568	376.133	6.268888889	0.8005
22598	376.633	6.277222222	0.7985
22629	377.15	6.285833333	0.8005
22659	377.65	6.294166667	0.7982
22689	378.15	6.3025	0.8029
22719	378.65	6.310833333	0.8013
22750	379.167	6.319444444	0.7979
22780	379.667	6.327777778	0.798
22810	380.167	6.336111111	0.8045
22840	380.667	6.344444444	0.7999
22871	381.183	6.353055556	0.7987
22901	381.683	6.361388889	0.7964
22931	382.183	6.369722222	0.8003
22961	382.683	6.378055556	0.8004
22992	383.2	6.386666667	0.8035
23022	383.7	6.395	0.7972
23052	384.2	6.403333333	0.7997
23082	384.7	6.411666667	0.8026
23113	385.217	6.420277778	0.8063
23143	385.717	6.428611111	0.8005
23173	386.217	6.436944444	0.7928
23203	386.717	6.445277778	0.804
23234	387.233	6.453888889	0.8
23264	387.733	6.462222222	0.7993
23294	388.233	6.470555556	0.8026
23325	388.75	6.479166667	0.8015
23355	389.25	6.4875	0.8001
23385	389.75	6.495833333	0.8006
23415	390.25	6.504166667	0.802
23446	390.767	6.512777778	0.7953
23476	391.267	6.521111111	0.8034
23506	391.767	6.529444444	0.7964
23536	392.267	6.537777778	0.8025
23567	392.783	6.546388889	0.8012
23597	393.283	6.554722222	0.8018
23627	393.783	6.563055556	0.8001
23657	394.283	6.571388889	0.8005
23688	394.8	6.58	0.8072
23718	395.3	6.588333333	0.7965
23748	395.8	6.596666667	0.8016
23778	396.3	6.605	0.7992
23809	396.817	6.613611111	0.7999
23839	397.317	6.621944444	0.8037
23869	397.817	6.630277778	0.8016
23899	398.317	6.638611111	0.7995
23930	398.833	6.647222222	0.7996
23960	399.333	6.655555556	0.8025
23990	399.833	6.663888889	0.8007
